Oil well operation parameters (2013 - 2021 y). Well № 807,,,,,,,,
,,,,,,,,
Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
2020/6/7,8,31,2206,23,73,24,2099,109
2020/6/8,8,31,2206,23,73,24,2099,109
2020/6/9,9,36,2525,26,73,24,2099,109
2020/6/10,9,36,2525,26,73,24,2099,109
2020/6/11,9,36,2525,26,73,24,2099,109
2020/6/12,9,36,2525,26,73,24,2099,109
2020/6/13,10,36,2618,26,72,24,2099,109
2020/6/14,10,36,2618,26,72,24,2099,108
2020/6/15,8,31,2269,22,72,21,2099,108
2020/6/16,10,36,2618,26,72,24,2099,108
2020/6/17,10,36,2712,26,71,24,2099,108
2020/6/18,10,36,2712,26,71,24,2099,108
2020/6/19,9,31,2377,22,71,24,2099,108
2020/6/20,9,31,2377,22,71,24,2099,108
2020/6/21,9,30,2297,22,71,23,2099,108
2020/6/22,7,25,1872,18,71,19,2099,108
2020/6/23,6,23,1723,16,71,17,2099,108
2020/6/24,9,31,2377,22,71,24,2099,108
2020/6/25,10,36,2727,26,71,24,2099,108
2020/6/26,10,36,2727,26,71,24,2099,108
2020/6/27,10,35,2719,24,70,24,2099,108
2020/6/28,10,35,2719,24,70,24,2099,108
2020/6/29,9,29,2285,20,70,24,2099,108
2020/6/30,8,28,2220,20,70,21,2099,108
2020/7/1,9,32,2284,24,73,24,2099,108
2020/7/2,9,32,2284,24,73,24,2099,108
2020/7/3,9,32,2284,24,73,24,2099,108
2020/7/4,9,32,2284,24,73,24,2099,108
2020/7/5,9,32,2284,24,73,24,2099,108
2020/7/6,9,32,2284,24,73,24,2099,108
2020/7/7,9,32,2284,24,73,24,2099,108
2020/7/8,9,32,2284,24,73,24,2099,108
2020/7/9,9,32,2284,24,73,24,2099,108
2020/7/10,7,28,1951,20,73,21,2099,107
2020/7/11,8,30,2191,22,72,22,2099,107
2020/7/12,8,28,2092,21,72,21,2099,107
2020/7/13,11,41,2979,29,72,24,2099,107
2020/7/14,8,30,2214,22,72,21,2122,107
2020/7/15,9,34,2530,25,72,24,2122,107
2020/7/16,8,31,2267,22,72,22,2122,107
2020/7/17,7,25,1834,18,72,17,2122,107
2020/7/18,10,35,2674,25,71,24,2122,107
2020/7/19,8,27,2061,19,71,19,2122,107
2020/7/20,9,32,2429,23,71,22,2122,107
2020/7/21,9,33,2507,24,71,23,2122,107
2020/7/22,9,31,2340,22,71,21,2122,107
2020/7/23,8,28,2117,20,71,19,2122,107
2020/7/24,8,27,2094,20,71,19,2122,107
2020/7/25,8,32,2279,24,73,22,2122,107
2020/7/26,7,28,2011,21,73,20,2122,107
2020/7/27,8,30,2145,22,73,21,2122,107
2020/7/28,8,30,2145,22,73,21,2122,107
2020/7/29,7,26,1825,19,73,18,2122,107
2020/7/30,8,29,2081,22,73,21,2122,107
2020/7/31,8,31,2221,23,73,18,2122,107
2020/8/1,10,37,2735,27,72,21,2122,107
2020/8/2,8,27,2015,20,72,15,2122,107
2020/8/3,9,34,2486,25,72,19,2122,107
2020/8/4,9,33,2460,24,72,19,2122,107
2020/8/5,7,25,1819,18,72,14,2122,106
2020/8/6,10,36,2669,26,72,20,2122,106
2020/8/7,9,31,2312,23,72,20,2122,106
2020/8/8,7,26,1878,19,72,16,2122,106
2020/8/9,8,29,2124,21,72,18,2122,106
2020/8/10,8,29,2101,21,72,18,2122,106
2020/8/11,8,32,2264,23,73,20,2122,106
2020/8/12,7,27,1890,20,73,17,2122,106
2020/8/13,7,25,1750,18,73,16,2122,106
2020/8/14,7,28,1984,21,73,19,2122,106
2020/8/15,7,26,1867,19,73,18,2122,106
2020/8/16,7,25,1760,18,73,17,2122,106
2020/8/17,8,30,2134,22,73,20,2122,106
2020/8/18,8,30,2134,22,73,20,2122,106
2020/8/19,6,22,1590,16,73,15,2122,106
2020/8/20,8,29,2102,21,72,19,2122,106
2020/8/21,8,30,2236,22,72,19,2122,106
2020/8/22,7,25,1812,18,72,15,2122,106
2020/8/23,9,32,2342,23,72,20,2122,106
2020/8/24,9,32,2389,24,72,20,2122,106
2020/8/25,6,24,1742,17,72,15,2122,106
2020/8/26,10,36,2718,26,71,22,2122,106
2020/8/27,8,29,2194,21,71,18,2122,106
2020/8/28,9,31,2352,22,71,19,2122,106
2020/8/29,9,32,2413,23,71,20,2122,106
2020/8/30,7,25,1901,18,71,16,2122,106
2020/8/31,10,35,2687,25,71,20,2122,105
2020/9/1,10,36,2770,26,71,20,2122,105
2020/9/2,10,36,2729,26,71,20,2122,105
2020/9/3,10,35,2687,25,71,20,2122,105
2020/9/4,8,28,2139,20,71,16,2122,105
2020/9/5,9,33,2496,23,71,18,2122,105
2020/9/6,9,31,2372,22,71,17,2122,105
2020/9/7,10,36,2715,26,71,20,2122,105
2020/9/8,10,36,2742,26,71,20,2122,105
2020/9/9,3,12,932,9,71,7,2122,105
2020/9/10,6,21,1577,15,71,12,2122,105
2020/9/11,10,36,2804,25,70,20,2122,105
2020/9/12,10,34,2718,24,70,19,2122,105
2020/9/13,11,37,2876,26,70,20,2122,105
2020/9/14,8,26,2021,18,70,16,2122,105
2020/9/15,8,29,2258,20,70,18,2122,105
2020/9/16,10,36,2807,25,70,23,2122,105
2020/9/17,7,25,1959,18,70,16,2122,105
2020/9/18,9,32,2483,22,70,20,2122,105
2020/9/19,9,32,2483,22,70,20,2122,105
2020/9/20,7,22,1759,16,70,14,2122,105
2020/9/21,9,30,2371,21,70,19,2122,105
2020/9/22,8,28,2208,20,70,18,2122,105
2020/9/23,7,25,1882,18,71,16,2122,105
2020/9/24,7,24,1826,17,71,14,2122,105
2020/9/25,9,33,2531,24,71,19,2122,104
2020/9/26,9,33,2479,23,71,19,2122,104
2020/9/27,7,24,1839,17,71,14,2122,104
2020/9/28,9,33,2492,23,71,19,2122,104
2020/9/29,9,33,2479,23,71,19,2122,104
2020/9/30,7,26,1996,19,71,15,2122,104
2020/10/1,9,30,2322,22,71,18,2122,104
2020/10/2,8,27,2022,19,71,16,2122,104
2020/10/3,9,33,2505,24,71,19,2122,104
2020/10/4,9,33,2308,24,73,19,2122,104
2020/10/5,7,26,1870,19,73,15,2122,104
2020/10/6,9,33,2308,24,73,19,2122,104
2020/10/7,8,29,2089,22,73,17,2122,104
2020/10/8,7,28,1984,21,73,16,2122,104
2020/10/9,9,33,2354,24,73,19,2122,104
2020/10/10,6,24,1725,18,73,14,2122,104
2020/10/11,9,33,2341,24,73,19,2122,104
2020/10/12,8,29,2070,21,73,17,2122,104
2020/10/13,8,29,2058,21,73,17,2122,104
2020/10/14,9,33,2366,25,73,19,2122,104
2020/10/15,8,30,2156,22,73,18,2122,104
2020/10/16,7,26,1861,19,73,15,2122,104
2020/10/17,7,27,1885,20,73,15,2122,104
2020/10/18,9,33,2366,25,73,19,2122,104
2020/10/19,9,33,2354,24,73,19,2122,104
2020/10/20,6,26,1621,20,76,15,2122,104
2020/10/21,8,34,2169,26,76,19,2122,103
2020/10/22,8,33,2067,25,76,18,2122,103
2020/10/23,8,36,2270,28,76,20,2122,103
2020/10/24,7,26,1762,19,74,14,2122,103
2020/10/25,9,35,2386,26,74,20,2122,103
2020/10/26,6,24,1664,18,74,14,2122,103
2020/10/27,8,30,2043,22,74,17,2122,103
2020/10/28,8,30,2019,22,74,17,2122,103
2020/10/29,9,34,2349,26,74,19,2122,103
2020/10/30,8,31,2092,23,74,17,2122,103
2020/10/31,7,29,2007,22,74,16,2122,103
2020/11/1,7,26,1750,19,74,14,2122,103
2020/11/2,7,26,1762,19,74,14,2122,103
2020/11/3,8,30,2080,23,74,17,2122,103
2020/11/4,8,30,2019,22,74,17,2122,103
2020/11/5,7,26,1762,19,74,14,2122,103
2020/11/6,4,17,1131,12,74,14,2122,103
2020/11/7,6,22,1519,17,74,19,2122,103
2020/11/8,4,16,1123,12,74,14,2122,103
2020/11/9,5,20,1369,15,74,17,2122,103
2020/11/10,5,19,1313,14,74,17,2122,103
2020/11/11,6,22,1511,16,74,19,2122,103
2020/11/12,6,22,1519,17,74,19,2122,103
2020/11/13,6,25,1717,19,74,22,2122,103
2020/11/14,6,25,1693,18,74,21,2122,103
2020/11/15,6,24,1661,18,74,21,2122,103
2020/11/16,6,25,1676,18,74,20,2122,102
2020/11/17,5,21,1429,16,74,17,2122,102
2020/11/18,6,24,1634,18,74,19,2122,102
2020/11/19,5,20,1344,15,74,16,2122,102
2020/11/20,6,22,1564,16,73,18,2122,102
2020/11/21,5,20,1423,15,73,16,2122,102
2020/11/22,8,29,2050,21,73,23,2122,102
2020/11/23,5,21,1476,15,73,17,2122,102
2020/11/24,6,21,1484,15,73,17,2122,102
2020/11/25,6,24,1696,18,73,19,2122,102
2020/11/26,5,18,1272,13,73,14,2122,102
2020/11/27,5,18,1264,13,73,14,2122,102
2020/11/28,6,24,1678,18,73,19,2110,102
2020/11/29,7,27,1871,20,73,21,2122,102
2020/11/30,5,19,1320,14,73,15,2134,102
2020/12/1,5,18,1305,13,72,14,2137,102
2020/12/2,5,19,1405,14,72,16,2113,102
2020/12/3,5,19,1246,15,75,15,2113,102
2020/12/4,5,19,1238,14,75,15,2113,102
2020/12/5,5,20,1327,15,75,16,2113,102
2020/12/6,5,19,1238,14,75,15,2137,102
2020/12/7,4,17,1133,13,75,14,2137,102
2020/12/8,4,18,1190,14,75,15,2125,102
2020/12/9,5,19,1337,14,73,15,2137,102
2020/12/10,5,19,1311,14,73,15,2137,102
2020/12/11,5,18,1233,13,73,14,2125,102
2020/12/12,4,17,1189,13,73,14,2125,101
2020/12/13,5,19,1311,14,73,15,2113,101
2020/12/14,5,20,1434,15,73,16,2125,101
2020/12/15,5,20,1434,15,73,16,2113,101
2020/12/16,5,20,1434,15,73,16,2113,101
2020/12/17,4,17,1189,13,73,14,2125,101
2020/12/18,5,18,1268,13,73,15,2113,101
2020/12/19,5,20,1434,15,73,16,2113,101
2020/12/20,5,20,1390,15,73,16,2125,101
2020/12/21,5,20,1259,15,76,16,2125,101
2020/12/22,4,18,1119,14,76,14,2113,101
2020/12/23,4,18,1150,14,76,15,2101,101
2020/12/24,5,22,1352,17,76,17,2113,101
2020/12/25,5,20,1274,16,76,16,2113,101
2020/12/26,4,19,1166,14,76,15,2113,101
2020/12/27,5,20,1228,15,76,16,2125,101
2020/12/28,4,19,1204,15,76,16,2101,101
2020/12/29,5,20,1274,16,76,16,2125,101
2020/12/30,5,20,1274,16,76,16,2113,101
2020/12/31,5,20,1243,15,76,16,2137,101
2021/1/1,5,20,1450,15,72,16,2113,101
2021/1/2,6,20,1478,15,72,16,2125,101
2021/1/3,6,20,1478,15,72,16,2113,101
2021/1/4,4,15,1088,11,72,12,2113,101
2021/1/5,5,19,1408,13,71,15,2113,101
2021/1/6,6,20,1540,15,71,16,2113,101
2021/1/7,5,19,1437,14,71,15,2113,100
2021/1/8,5,19,1437,14,71,15,2113,100
2021/1/9,5,19,1446,14,71,15,2101,100
2021/1/10,6,20,1521,15,71,16,2113,100
2021/1/11,5,20,1474,14,71,16,2137,100
2021/1/12,5,18,1399,13,70,14,2137,100
2021/1/13,5,18,1408,13,70,15,2113,100
2021/1/14,6,20,1593,15,70,16,2101,100
2021/1/15,6,20,1593,15,70,16,2113,100
2021/1/16,6,20,1583,14,70,16,2125,100
2021/1/17,6,20,1573,14,70,16,2125,100
2021/1/18,5,18,1418,13,70,15,2125,100
